User_ID,Age,Gender,Daily_Screen_Time(hrs),Sleep_Quality(1-10),Stress_Level(1-10),Days_Without_Social_Media,Exercise_Frequency(week),Social_Media_Platform,Happiness_Index(1-10)
,37,Male,5.3,3,9,3,1,,5
U0511,42,,3.7,9,4,,6,Instagram,10
U0512,39,Female,7.6,7,7,7,7,TikTok,2
U0513,30,Male,7.9,7,9,6,7,YouTube,8
U0514,36,Male,8.3,5,3,6,4,,2
U0515,,Female,1.3,3,3,1,1,TikTok,7
U0516,29,Male,1.1,10,3,1,7,Instagram,6
,58,Male,4.2,5,5,3,3,YouTube,7
U0518,36,Male,2.4,3,10,5,,TikTok,9
U0519,,Male,8.2,,6,3,,Facebook,5
U0520,,Female,5.8,1,3,2,2,Facebook,7
U0521,24,Female,8.4,4,10,0,6,Instagram,4
U0522,45,Female,2.6,9,9,4,5,Instagram,4
U0523,31,Female,6.6,6,1,5,3,X (Twitter),10
U0524,48,Male,6.2,6,7,6,3,Facebook,9
U0525,36,Female,4.1,6,9,5,6,YouTube,7
U0526,33,Male,5.7,5,5,1,1,YouTube,8
,,Male,6.3,2,3,6,3,LinkedIn,9
,52,,9,5,10,0,4,LinkedIn,7
,29,Female,1.5,10,,7,1,X (Twitter),5
U0530,42,Male,8.4,3,8,6,1,Facebook,4
,38,Female,9.8,10,3,5,5,TikTok,4
U0532,53,,7.6,2,5,0,2,,7
U0533,40,Male,7.6,4,3,6,6,YouTube,1
,33,Male,3,10,6,3,3,TikTok,1
U0535,56,Female,5.7,9,1,3,7,Instagram,8
U0536,59,Female,7.4,7,7,,2,Instagram,6
,56,,,10,6,3,3,X (Twitter),1
U0538,31,Male,4.5,9,6,2,1,TikTok,5
U0539,48,,9.5,,3,2,6,X (Twitter),8
U0540,22,Female,5.6,2,1,4,3,Facebook,1
U0541,52,Male,9.7,9,1,4,6,TikTok,10
U0542,40,Male,6.1,6,7,7,6,YouTube,8
U0543,46,Other,8.1,10,4,5,2,,3
U0544,28,Female,7.7,,6,5,6,Facebook,10
U0545,35,Male,6.9,4,4,4,1,,10
U0546,29,Male,1.1,10,8,5,5,,3
U0547,26,Male,1.7,10,9,1,3,Instagram,4
U0548,27,Female,6.2,6,,2,2,TikTok,8
U0549,34,Female,9.2,7,1,1,,X (Twitter),10
U0550,55,,,10,,2,5,Facebook,8
U0551,24,Male,3.1,5,7,5,3,LinkedIn,2
U0552,30,Male,3.9,8,2,0,5,,2
U0553,57,Other,6.6,10,3,6,,YouTube,5
U0554,59,Other,6.4,1,4,1,4,X (Twitter),1
U0555,26,Female,9.6,1,9,7,7,X (Twitter),8
U0556,44,Male,5.8,4,10,7,2,TikTok,9
U0557,19,Female,4.2,8,2,7,0,YouTube,4
U0558,22,Female,5.7,8,10,4,6,X (Twitter),8
U0559,46,Female,8.1,6,2,2,7,TikTok,2
U0560,54,Female,5.9,5,1,,3,,7
U0561,55,Male,3.9,10,8,4,7,LinkedIn,5
,36,Male,4,10,8,3,0,TikTok,10
U0563,25,Male,7.8,2,5,2,4,LinkedIn,3
U0564,18,Female,1.6,5,3,5,2,YouTube,3
U0565,39,Female,3.5,5,1,5,7,Facebook,1
U0566,,Female,2.4,2,2,2,5,LinkedIn,1
U0567,24,Male,9.5,8,9,,1,Instagram,8
U0568,42,Female,1.8,10,8,6,7,TikTok,10
U0569,21,Female,7.8,5,10,4,1,TikTok,5
U0570,,Male,6.7,5,4,7,5,TikTok,8
U0571,23,Female,6.7,1,3,7,7,TikTok,4
U0572,48,,7.9,1,5,,2,Facebook,7
U0573,36,Male,4.6,1,8,2,4,LinkedIn,10
U0574,56,Male,4.6,8,10,0,5,Instagram,5
U0575,44,Female,3.6,10,6,3,,LinkedIn,4
U0576,27,Female,6.4,2,10,5,6,Instagram,5
U0577,43,Male,9.4,8,4,6,7,X (Twitter),4
U0578,36,Female,9.3,6,8,7,2,Facebook,3
U0579,56,,7.3,5,4,4,5,Instagram,8
U0580,20,Female,9.2,6,5,7,1,Instagram,6
U0581,30,Male,9.7,4,2,5,1,YouTube,1
,45,,8.2,3,10,0,1,LinkedIn,10
U0583,37,Female,4.7,4,4,,6,YouTube,6
U0584,45,Male,5.3,9,10,5,7,Facebook,8
U0585,25,Male,9.4,8,10,4,2,Facebook,4
,58,Female,7,8,3,7,4,,2
U0587,56,Male,8.4,1,8,7,4,YouTube,4
U0588,18,Female,2,5,8,2,6,YouTube,9
U0589,20,Male,2.7,6,7,0,4,Instagram,7
U0590,30,Female,4.1,9,6,7,6,Instagram,10
U0591,45,Male,2.7,10,9,6,5,X (Twitter),7
U0592,42,Male,9.2,10,4,5,6,TikTok,2
U0593,50,Male,3,6,4,2,1,LinkedIn,3
U0594,55,Female,6,1,6,1,7,Facebook,7
U0595,23,Female,,1,1,4,3,Facebook,5
U0596,49,Male,2.4,7,2,,5,X (Twitter),8
U0597,38,Male,3.2,3,2,0,2,YouTube,7
U0598,33,Female,9.8,7,10,1,,LinkedIn,4
U0599,38,Male,8.2,5,4,4,1,TikTok,4
U0600,28,Female,7.1,1,5,1,4,YouTube,8
U0601,54,Male,9.2,8,2,0,2,X (Twitter),9
U0602,53,Female,9.6,9,8,3,5,X (Twitter),8
U0603,52,Female,5.1,6,5,0,4,,5
U0604,,Other,3.9,2,8,6,0,,1
U0605,37,Female,3.8,9,9,3,,Facebook,6
U0606,35,Male,1.3,2,9,6,6,YouTube,3
U0607,58,Male,3.5,6,4,6,4,LinkedIn,4
,31,Female,4.2,,10,7,0,Instagram,10
U0609,32,Female,1.3,4,2,5,4,Facebook,1
U0610,48,Female,8.9,6,2,6,7,LinkedIn,5
U0611,18,Female,8.6,4,5,6,1,TikTok,8
U0612,,Female,3.3,3,10,,3,TikTok,2
,33,Male,,,4,,4,TikTok,6
U0614,40,Male,8.2,5,6,1,4,,10
U0615,28,Male,4,1,9,6,5,YouTube,8
U0616,29,Male,7.3,8,7,7,0,X (Twitter),8
U0617,27,Female,3.6,3,,2,1,TikTok,7
U0618,49,Male,1.6,4,7,6,4,TikTok,9
U0619,33,Male,5.5,9,2,4,5,X (Twitter),7
U0620,25,Male,4.9,3,5,1,5,TikTok,10
U0621,55,Male,2.2,5,9,2,2,TikTok,6
U0622,29,Male,5.4,8,9,6,6,YouTube,6
U0623,41,Female,,6,4,6,5,TikTok,4
U0624,45,Male,7.6,3,8,4,1,X (Twitter),8
,25,Female,,8,5,4,0,X (Twitter),2
U0626,45,Female,7.8,5,3,7,0,Instagram,10
U0627,53,Other,,6,6,2,6,TikTok,2
U0628,43,Male,1.2,3,4,0,0,Instagram,9
,25,Male,9.3,8,3,3,,LinkedIn,8
U0630,45,Male,8.5,4,4,,7,X (Twitter),5
U0631,45,,3.5,,,5,,Instagram,3
U0632,54,Female,6,5,10,3,1,LinkedIn,4
U0633,58,Female,6.5,1,8,6,4,TikTok,3
U0634,53,Female,2.2,9,9,5,0,Facebook,5
U0635,44,Male,3.3,8,6,,5,YouTube,8
U0636,34,Female,1.2,5,5,5,0,LinkedIn,3
U0637,26,Male,8.8,3,9,0,5,TikTok,4
U0638,50,Female,,9,4,4,5,Instagram,9
U0639,37,Female,3.9,7,1,1,1,Instagram,4
U0640,30,Male,1.7,8,7,0,,LinkedIn,5
U0641,45,,8,3,1,4,2,Instagram,4
U0642,46,Female,9.3,6,9,6,0,LinkedIn,6
U0643,30,Male,6.1,4,4,7,5,X (Twitter),6
U0644,52,Male,2.3,3,3,6,1,TikTok,6
U0645,23,Male,6,4,4,2,1,Instagram,5
U0646,35,Male,7.9,2,1,2,4,Facebook,7
,22,Female,7.5,,6,5,0,TikTok,3
U0648,42,Female,7.7,8,7,,6,X (Twitter),8
U0649,19,Female,3.5,5,7,5,7,TikTok,3
U0650,27,Male,1.7,2,5,2,2,LinkedIn,3
U0651,47,Female,2.3,7,10,3,1,LinkedIn,4
U0652,22,Female,9.6,8,10,6,6,X (Twitter),2
U0653,50,Male,6.5,4,5,0,4,X (Twitter),6
U0654,18,Male,7.6,3,6,3,5,,8
U0655,,Female,9.1,8,10,7,4,YouTube,10
U0656,49,Male,8.7,10,8,4,6,,9
U0657,28,Male,3,2,9,0,3,Instagram,4
U0658,,Male,1.5,7,6,2,5,,4
U0659,43,Male,9.3,10,3,0,5,Instagram,1
U0660,42,Male,9.8,8,6,,7,TikTok,9
U0661,39,Male,6.1,,4,0,5,Facebook,2
U0662,44,Female,9,7,4,,0,Facebook,4
U0663,30,Male,3.1,9,7,5,4,TikTok,7
U0664,50,Female,2,,6,1,2,X (Twitter),8
U0665,51,Male,,5,8,2,,YouTube,10
U0666,58,Other,,4,8,3,,TikTok,2
U0667,52,,6.9,3,3,5,5,X (Twitter),6
U0668,18,Female,6.7,6,4,6,,TikTok,1
U0669,38,Female,1.2,4,2,1,0,TikTok,10
U0670,,Female,3.9,,1,3,4,LinkedIn,7
U0671,45,Female,9.5,7,7,7,4,TikTok,2
U0672,34,Male,2.2,,8,,4,TikTok,6
U0673,22,Male,7.5,,8,4,5,TikTok,10
U0674,48,Female,7.8,1,6,3,,X (Twitter),3
U0675,22,Male,7.6,5,7,7,,Facebook,9
U0676,55,Female,9.9,6,8,7,5,LinkedIn,4
U0677,20,Female,4.7,1,4,5,1,YouTube,2
U0678,40,Male,7.1,3,8,6,6,YouTube,2
U0679,54,Female,2.7,6,6,6,7,X (Twitter),8
U0680,54,Male,4.6,7,7,7,2,X (Twitter),2
,27,Male,5.4,7,10,5,6,TikTok,10
U0682,27,Female,2.9,7,7,,6,Facebook,2
U0683,,Male,9.2,9,8,5,6,LinkedIn,7
U0684,34,Female,7.4,2,5,6,1,Facebook,1
U0685,38,,3.6,3,2,0,7,Instagram,1
U0686,31,Male,2.2,7,8,,2,Facebook,6
U0687,,,3.6,6,1,5,7,,10
U0688,18,Female,6.6,1,2,5,1,Instagram,8
,30,Male,8.4,10,,4,7,X (Twitter),10
U0690,21,Male,5.5,7,4,6,7,TikTok,8
U0691,18,Female,1.9,2,2,1,5,LinkedIn,7
U0692,57,Female,3.2,4,,3,4,LinkedIn,4
,,,4.1,7,7,4,,LinkedIn,6
U0694,51,Male,,4,5,7,6,Instagram,9
U0695,45,Female,3.2,6,4,6,1,TikTok,4
U0696,48,Female,3.1,9,2,3,,X (Twitter),8
U0697,25,Male,3.6,5,2,0,5,Instagram,8
U0698,56,Female,6.3,3,1,,,TikTok,6
U0699,,,5.4,6,10,1,3,YouTube,7
U0700,51,Female,8.6,4,6,7,4,X (Twitter),1
U0701,20,Male,7.3,9,6,7,5,Instagram,2
U0702,29,Male,7,2,4,2,5,YouTube,10
,18,Male,,10,9,5,1,YouTube,10
U0704,22,Female,1.5,5,4,6,0,Instagram,5
U0705,47,Female,5.6,9,3,2,2,Facebook,4
U0706,47,Female,1.6,10,10,,4,Facebook,5
,34,Female,4.3,7,9,4,0,TikTok,5
U0708,40,Male,1.2,5,1,1,0,Instagram,10
U0709,32,Female,2.6,8,2,6,1,Instagram,3
U0710,54,Male,2,2,,3,4,,6
U0711,38,Female,8.2,4,7,3,6,YouTube,1
U0712,31,Male,4.1,6,1,4,0,LinkedIn,4
U0713,19,Male,1.7,7,1,2,2,YouTube,10
U0714,28,Female,3.4,8,,0,3,X (Twitter),10
U0715,56,Female,7.1,4,6,0,6,Facebook,4
U0716,55,Female,7.7,9,5,1,1,TikTok,9
U0717,51,,2.1,7,4,6,7,,1
U0718,55,Male,8,2,8,0,,Instagram,9
U0719,51,Female,4.3,9,,6,1,YouTube,8
U0720,35,Male,7.1,7,1,,7,Instagram,10
U0721,47,Female,7,5,1,2,6,Facebook,2
U0722,32,Female,8.1,3,5,7,1,X (Twitter),2
U0723,44,Male,7.3,9,,,,Facebook,4
U0724,51,Male,1.3,7,3,6,5,Instagram,6
U0725,55,Male,,3,2,1,1,YouTube,3
U0726,50,Male,2.5,5,9,1,7,Instagram,9
U0727,41,Male,9.7,3,6,0,7,YouTube,7
U0728,32,Male,3.3,3,7,5,2,YouTube,1
U0729,47,Male,,7,2,3,7,LinkedIn,10
U0730,59,Female,2.8,9,1,1,5,Instagram,4
U0731,34,Female,2.2,5,8,0,,X (Twitter),3
U0732,22,,6.4,4,10,6,4,LinkedIn,4
U0733,46,,5.4,4,4,3,0,Instagram,6
,21,Male,4.4,3,9,0,4,Facebook,3
U0735,27,Female,1.8,8,9,4,6,Facebook,9
U0736,34,Female,7.6,10,4,1,7,TikTok,10
U0737,27,Female,1.1,1,10,0,1,Facebook,9
U0738,34,Female,5.1,3,3,6,0,,4
U0739,37,Female,6.7,2,,4,2,Facebook,9
U0740,41,Female,4.9,7,6,,6,Instagram,2
U0741,22,Male,2.1,6,,2,1,Instagram,9
U0742,51,Female,8,1,4,0,7,X (Twitter),4
U0743,23,Female,3.9,3,1,6,0,Facebook,10
,19,Female,2.2,4,7,2,,X (Twitter),4
U0745,30,Female,6,10,5,,2,X (Twitter),10
U0746,28,Male,1.2,7,,0,2,Facebook,3
U0747,40,Female,3.9,3,,7,0,Instagram,2
U0748,33,Male,7.8,4,8,7,5,YouTube,8
U0749,48,Male,9.2,7,10,6,2,YouTube,5
U0750,28,Male,6.3,4,,4,6,YouTube,10
U0751,33,Other,3,,9,1,3,X (Twitter),6
U0752,,Female,3,6,10,1,5,YouTube,3
U0753,21,Female,6.4,2,2,5,5,,4
U0754,57,Female,4.7,1,3,2,6,TikTok,2
U0755,,Male,2.6,8,9,1,3,TikTok,3
U0756,42,Female,8.1,3,6,7,2,LinkedIn,10
U0757,20,Other,2.8,7,2,,0,X (Twitter),5
U0758,49,Female,3.9,4,6,0,2,Instagram,4
,20,Male,1.6,3,5,7,6,Facebook,10
U0760,44,Female,,9,10,2,2,X (Twitter),10
U0761,46,Other,3.5,6,5,0,4,YouTube,2
U0762,49,Female,3.1,6,5,6,7,,2
U0763,36,,,6,2,5,3,,6
,38,Female,8.9,3,6,2,1,Instagram,9
U0765,22,Female,5.7,6,7,3,1,YouTube,7
U0766,35,Female,2.4,4,,2,1,LinkedIn,8
U0767,45,Female,8,2,5,4,6,TikTok,4
U0768,59,Male,2.9,3,5,4,2,TikTok,2
U0769,39,Female,4.7,4,9,5,,X (Twitter),7
U0770,38,,6.1,1,,0,4,Instagram,1
U0771,23,Female,6.3,7,7,7,2,X (Twitter),1
U0772,18,Female,1.6,5,4,3,,LinkedIn,5
U0773,22,Male,8.5,9,4,4,0,Instagram,3
U0774,58,Male,5.3,6,1,,2,X (Twitter),6
,29,Female,9.9,8,5,4,5,,4
U0776,43,Female,7.5,9,2,,3,,7
U0777,,Male,9.9,,5,1,3,Facebook,1
,31,Male,5.1,7,5,1,7,Instagram,6
U0779,43,Male,2.3,6,4,5,0,Facebook,2
U0780,,Male,7.5,6,10,1,1,Facebook,3
U0781,26,Male,8,2,9,5,6,X (Twitter),10
U0782,43,Male,8.7,5,5,0,4,Facebook,5
U0783,39,Male,3.7,6,6,6,2,YouTube,6
U0784,47,Male,5.6,10,1,1,,YouTube,1
U0785,,Male,8.7,5,5,6,4,Instagram,5
U0786,43,Female,8.8,4,9,5,4,YouTube,3
U0787,53,Male,1.2,6,6,2,5,,9
U0788,18,Male,7,6,9,0,4,Facebook,8
U0789,25,Male,6.4,8,4,0,2,Facebook,10
U0790,52,Male,1.8,8,2,3,1,Instagram,3
U0791,32,Male,9.4,10,9,4,6,Facebook,4
U0792,39,Male,5,1,4,3,5,Facebook,10
,31,Female,7.1,2,2,6,2,Facebook,4
U0794,43,Female,8.9,1,1,1,5,Instagram,9
U0795,45,Female,2.2,10,2,,0,YouTube,4
,40,Female,8.7,7,,7,7,,9
U0797,31,Male,7.5,8,3,6,6,YouTube,4
U0798,41,Female,8.6,3,,5,,TikTok,6
U0799,19,Male,5.5,3,4,0,1,X (Twitter),5
U0800,43,Female,1.3,7,2,1,,TikTok,6
U0801,31,Male,7,8,7,,4,Instagram,8
U0802,24,Female,4.4,6,6,,1,Instagram,9
U0803,,Female,,8,8,3,4,LinkedIn,2
U0804,40,Male,5,2,10,4,0,YouTube,1
U0805,35,Female,5.4,7,5,7,,LinkedIn,2
U0806,55,Male,7,5,3,7,2,LinkedIn,4
U0807,52,Female,7.5,6,4,1,5,Facebook,6
U0808,,Female,8,7,5,3,7,TikTok,5
U0809,42,Male,7,,5,3,5,Instagram,4
U0810,54,Male,8.2,7,6,,1,X (Twitter),8
U0811,45,Male,2.1,1,9,7,4,TikTok,3
U0812,27,Female,8.5,5,,4,,X (Twitter),1
U0813,56,Male,,4,7,0,3,LinkedIn,9
U0814,,Female,5.8,,7,6,4,X (Twitter),7
U0815,56,Female,4.9,7,6,7,0,YouTube,4
U0816,39,Male,5.3,4,1,,0,YouTube,10
U0817,43,Other,3.6,3,,4,6,,10
U0818,42,Female,2.5,6,6,,5,TikTok,1
U0819,34,Male,1.9,8,3,7,,YouTube,9
U0820,30,Male,5.1,3,2,7,7,TikTok,3
U0821,37,Female,2.1,5,3,1,2,YouTube,4
U0822,42,Male,3.2,10,1,4,1,Facebook,4
U0823,21,Male,2.2,1,3,5,7,Instagram,1
U0824,27,Male,2,10,5,6,6,Facebook,4
U0825,20,Female,8.9,10,4,0,3,Facebook,10
U0826,58,,7.1,8,10,3,0,Instagram,2
U0827,35,Female,9.3,7,1,5,1,YouTube,4
U0828,53,Male,6.8,8,5,1,3,YouTube,7
U0829,39,Female,8.6,2,3,0,6,Facebook,8
U0830,51,Other,6,7,10,1,6,YouTube,7
U0831,,Male,5.2,4,7,1,6,X (Twitter),1
U0832,57,Male,5.8,2,10,3,2,X (Twitter),4
U0833,36,Female,3.9,9,8,5,1,YouTube,7
U0834,59,,6.9,5,5,0,4,X (Twitter),6
U0835,58,Female,9.1,7,,4,5,Instagram,6
U0836,54,Female,8,4,8,1,5,Facebook,6
U0837,23,Female,5.2,10,6,1,6,YouTube,6
U0838,43,,9.6,4,6,3,3,LinkedIn,6
U0839,51,Female,9.9,3,5,5,4,Facebook,6
U0840,23,Female,5.4,,10,0,6,Instagram,8
,54,Other,8.8,2,6,5,5,Facebook,2
U0842,50,Male,1,9,1,1,4,YouTube,1
U0843,,Female,1.6,1,8,,5,Instagram,6
U0844,38,Female,1.2,5,5,2,7,LinkedIn,7
U0845,23,,8,2,8,2,7,Instagram,10
U0846,23,Male,1.7,4,3,1,7,X (Twitter),9
U0847,21,Female,1.2,7,10,5,,YouTube,3
U0848,47,Male,2.3,,6,6,4,Instagram,1
U0849,28,Female,3.8,1,1,7,3,Instagram,6
U0850,47,Female,5.2,3,1,,4,,10
U0851,48,Male,1.6,10,4,5,2,LinkedIn,5
U0852,41,,5.5,9,10,3,2,Facebook,4
U0853,26,Female,3.2,,,4,6,X (Twitter),10
U0854,,Female,3.5,10,3,2,1,Facebook,10
U0855,48,Male,,4,5,2,4,Instagram,7
U0856,57,,9.9,5,10,7,2,,5
U0857,54,Male,5.2,10,4,6,2,Facebook,4
U0858,53,Male,3.9,3,10,0,6,Facebook,10
U0859,41,Male,9.4,3,3,4,2,Instagram,10
U0860,48,Male,5.5,1,9,2,0,Instagram,10
U0861,23,Male,7.6,6,4,4,4,X (Twitter),9
U0862,19,Other,4.7,4,10,4,1,Instagram,8
U0863,37,Female,2.8,8,7,0,2,LinkedIn,4
U0864,45,Male,6.9,6,5,1,3,,4
,28,Male,7,3,7,7,0,YouTube,10
U0866,21,Female,5.1,7,5,6,4,TikTok,9
,32,,3.4,3,3,1,5,TikTok,8
U0868,23,Female,8.5,9,,2,6,Instagram,7
U0869,47,Female,,8,9,7,7,X (Twitter),1
U0870,55,Female,6.9,3,6,0,1,YouTube,4
U0871,19,,4.5,2,4,,2,Instagram,1
U0872,32,Male,5.3,3,1,2,3,YouTube,5
U0873,28,Male,2.9,4,3,5,7,Facebook,4
U0874,25,Male,,3,3,1,0,X (Twitter),7
U0875,43,Male,3,9,2,0,3,,8
U0876,22,Female,5.4,10,10,7,3,YouTube,1
,23,Female,4,2,2,4,0,LinkedIn,5
,43,Other,9.7,8,8,1,3,LinkedIn,10
U0879,21,Female,9.8,7,8,2,2,Instagram,7
U0880,,Male,7.8,1,3,2,6,Facebook,3
U0881,37,Female,9.9,6,,3,0,X (Twitter),9
,50,Male,2,6,5,0,4,LinkedIn,8
U0883,37,Male,9.9,9,9,4,0,YouTube,5
U0884,29,Female,1.9,10,5,4,5,Facebook,3
U0885,18,Female,4.7,8,6,2,1,LinkedIn,3
U0886,43,Female,3.2,7,7,7,7,YouTube,3
,31,Male,9.6,7,2,6,5,YouTube,2
U0888,55,Male,6.7,,4,3,5,YouTube,1
U0889,54,Male,6.4,2,6,3,,X (Twitter),1
U0890,28,Male,,10,4,0,2,X (Twitter),9
,53,Male,6.5,5,5,6,7,TikTok,7
U0892,30,Female,6.8,1,3,6,4,YouTube,7
U0893,20,Female,1.4,10,2,7,6,Facebook,10
U0894,50,Male,8.7,6,1,2,6,LinkedIn,2
U0895,23,Female,9.7,2,3,7,6,Instagram,4
U0896,27,Male,9.6,1,10,2,5,YouTube,8
U0897,22,Other,3,1,9,6,2,,6
U0898,40,Male,3,1,1,7,2,LinkedIn,4
U0899,27,Female,4.3,4,8,2,0,LinkedIn,10
U0900,19,Female,3.8,5,5,0,5,X (Twitter),3
,30,Female,3.8,5,4,,4,TikTok,2
,57,Male,6.4,1,5,1,0,TikTok,4
U0903,19,Female,8.3,6,7,3,1,YouTube,4
,37,Male,9.4,3,8,4,1,YouTube,1
U0905,18,Male,1.6,4,,1,1,Facebook,8
U0906,54,Male,3.5,5,6,7,0,Facebook,8
U0907,26,Female,3.3,4,4,6,7,TikTok,6
U0908,34,Female,4.2,4,8,7,0,Facebook,5
U0909,26,Male,4.8,10,4,,,LinkedIn,1
U0910,28,Female,4.5,1,3,,,Facebook,8
U0911,32,Female,9.6,2,5,6,3,Instagram,7
U0912,41,Female,4.9,2,4,7,3,Facebook,3
U0913,55,,6,2,5,7,3,TikTok,7
U0914,52,,7.7,10,9,4,2,,7
U0915,47,Female,,1,3,6,4,X (Twitter),2
U0916,48,Male,6.2,10,2,7,5,,10
U0917,22,Female,8.7,8,2,4,4,TikTok,3
U0918,31,Male,6.6,1,9,4,7,X (Twitter),7
U0919,28,Male,8.9,8,7,4,7,LinkedIn,9
U0920,26,Male,,1,10,,7,Instagram,6
U0921,51,Male,2.2,,4,4,4,TikTok,10
U0922,29,Female,8.4,3,6,1,,TikTok,4
U0923,52,Male,4.4,9,10,1,6,LinkedIn,10
U0924,52,Female,6.9,8,6,,,TikTok,4
U0925,18,Male,7.6,2,3,6,,YouTube,8
U0926,57,Female,3.9,,9,,3,LinkedIn,8
U0927,39,,5.5,8,4,0,7,X (Twitter),10
U0928,46,Female,9.1,9,1,,0,Instagram,9
U0929,25,Female,8.9,7,2,6,2,Facebook,4
U0930,28,Female,7.7,1,5,1,7,X (Twitter),5
U0931,58,Male,7.9,8,8,,2,TikTok,8
U0932,54,Female,9.1,1,7,1,3,TikTok,8
U0933,31,Female,7.6,9,9,0,0,TikTok,3
U0934,47,Female,4.1,8,1,0,3,TikTok,5
U0935,52,Female,2.1,,2,5,1,Instagram,10
U0936,38,Female,4.8,10,10,4,6,YouTube,10
U0937,54,Male,1.8,4,,5,1,X (Twitter),2
,22,Female,2,4,7,1,4,Instagram,6
U0939,36,Male,9.6,6,1,1,5,Instagram,5
U0940,31,Male,7.1,2,5,3,,,10
U0941,43,Female,8.7,4,2,3,5,Instagram,8
U0942,21,Male,6.8,4,2,3,6,Instagram,2
U0943,42,Male,4.8,8,2,6,4,Instagram,7
,59,Female,1.2,2,9,,3,Instagram,5
U0945,42,Female,9.6,8,,3,6,YouTube,5
U0946,35,Female,,10,5,4,6,YouTube,5
U0947,57,Female,6.5,2,8,2,4,LinkedIn,5
U0948,25,Other,,9,10,3,6,Instagram,1
U0949,,Male,3.6,9,6,3,3,TikTok,8
U0950,,Female,2.7,6,1,7,2,Facebook,2
U0951,31,Male,,10,10,0,1,Instagram,7
U0952,49,Male,9,5,9,5,6,X (Twitter),5
U0953,55,Female,6.7,7,7,6,0,X (Twitter),4
U0954,50,Female,7,8,2,1,0,Instagram,2
U0955,40,Male,9.2,8,8,4,2,YouTube,4
U0956,32,Male,7.7,3,2,1,6,LinkedIn,6
U0957,50,Female,8.8,3,2,2,5,X (Twitter),9
U0958,42,Female,4.7,5,4,4,6,YouTube,5
U0959,34,Female,8.8,5,8,2,3,Facebook,3
U0960,,Male,6.8,2,7,6,5,TikTok,3
U0961,19,,2.2,5,2,6,7,YouTube,5
U0962,,Male,1.3,1,10,7,1,X (Twitter),4
,57,Male,3.2,7,6,6,7,,8
U0964,57,Female,4.4,7,4,1,7,Facebook,1
U0965,56,Female,8.5,1,10,0,3,TikTok,10
U0966,23,Male,7.7,,1,3,3,LinkedIn,3
U0967,23,,9.6,8,8,,2,,5
U0968,20,Female,6,9,8,6,2,YouTube,4
U0969,24,Male,7.7,3,6,1,4,TikTok,1
U0970,25,Male,3.5,6,10,6,2,Facebook,5
U0971,59,Male,7.1,,7,,4,Facebook,1
U0972,32,Male,7.4,6,3,6,7,Instagram,8
U0973,46,Male,8.6,,9,7,5,Instagram,10
U0974,50,Female,5.8,6,4,6,5,YouTube,6
U0975,47,Female,6.8,6,2,3,6,X (Twitter),7
U0976,56,Female,2.8,10,4,6,,Instagram,9
U0977,,Female,,6,2,4,0,YouTube,8
U0978,53,Female,8.5,8,4,2,4,TikTok,1
U0979,46,Female,6.3,6,2,4,4,Facebook,2
U0980,55,Female,2,3,8,0,5,Instagram,2
U0981,50,Male,,7,6,,0,YouTube,3
U0982,54,Female,5.3,6,8,7,1,LinkedIn,5
U0983,44,Male,7.1,9,1,5,3,LinkedIn,6
U0984,50,Female,3.9,,,7,5,Facebook,3
U0985,21,Female,8.6,1,2,6,3,TikTok,6
U0986,39,Female,4.3,6,8,5,2,Instagram,6
U0987,19,Female,1.4,9,4,6,2,Instagram,10
U0988,27,Male,,8,2,1,1,TikTok,3
U0989,22,Male,6.8,2,1,3,6,LinkedIn,4
U0990,27,Male,8.2,3,,3,2,X (Twitter),4
U0991,50,Male,4.1,8,10,,3,YouTube,1
U0992,,Male,1.2,9,1,4,7,,10
U0993,30,Male,1.7,8,8,6,5,,1
U0994,,,2,10,2,,5,Facebook,4
U0995,53,Other,8.2,1,,1,4,Facebook,8
U0996,41,Male,3.7,3,,5,4,X (Twitter),9
U0997,32,,10,8,1,4,6,TikTok,6
U0998,46,Male,7.8,1,7,5,2,LinkedIn,3
U0999,25,Female,6.4,7,7,4,3,YouTube,1
U1000,22,Male,9.9,4,5,0,5,TikTok,4
U1001,46,Female,3.8,7,3,5,0,X (Twitter),2
U1002,21,Male,2.5,4,6,2,0,Instagram,7
,29,Female,7.6,8,5,5,5,LinkedIn,3
U1004,19,Female,,6,,2,5,TikTok,8
U1005,44,Male,9.6,10,4,0,5,X (Twitter),9
U1006,,Male,9.9,10,9,0,4,X (Twitter),4
U1007,53,Male,9.3,8,10,6,3,Instagram,5
U1008,,Female,9.5,1,6,0,5,X (Twitter),5
,43,Male,6.5,9,,4,6,YouTube,8
U1010,44,Female,7.2,9,3,5,,X (Twitter),1
U1011,22,Female,1.8,6,1,5,3,Instagram,6
U1012,37,Female,7.9,9,6,4,5,LinkedIn,2
U1013,28,,2.8,6,4,1,6,TikTok,9
U1014,27,Male,8.6,6,10,0,0,X (Twitter),7
U1015,57,Female,9.7,4,4,4,5,X (Twitter),10
U1016,55,Female,2.9,3,4,2,2,YouTube,9
U1017,23,Other,1.7,3,1,5,1,Instagram,10
U1018,25,Female,5.4,2,5,,2,Instagram,4
U1019,40,Female,8.1,4,9,0,3,LinkedIn,5
U1020,43,Female,7.9,9,3,2,4,Instagram,10
U1021,29,Female,7.3,7,2,3,7,Instagram,7
U1022,43,Male,8.4,3,2,1,4,LinkedIn,3
